,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
302,Alex Wertheim,Gymnasium CrossFit Clapham,,,,United Kingdom,Men,,150 kg,,100 kg,190 kg,,,,,,,,,65 kg,
305,Mario Gugliotta,,,,,Europe,Men,,120 kg,,70 kg,140 kg,,,11:10,,13:52,,,,70 kg,
322,Rene Michler,12 Null Acht CrossFit,,"2023 open
8885th
worldwide",8885th,worldwide,Men,Men (35-39),140 kg,,105 kg,160 kg,390,22:50,3:58,2:34,8:50,,,22:57,85 kg,
347,Satoru Tsujimoto,CrossFit Roppongi,,"2023 open
3908th
worldwide",3908th,worldwide,Men,Men (45-49),355 lb,,250 lb,395 lb,,,4:36,3:20,,,45,,195 lb,
363,Jeff Clarke,,,,,Canada East,Men,,245 lb,,217 lb,315 lb,,,4:52,,,,,,150 lb,
366,Scott Pulsifer,CrossFit Bass River,,"2023 open
501st
worldwide",501st,worldwide,Men (60-64),Men (60-64),240 lb,,175 lb,345 lb,,,5:31,,,,,20:24,115 lb,1:15
374,Justin Smith,,,,,,,,405 lb,,225 lb,335 lb,,24:33,3:29,,,,,,,0:52
378,Joanna Hofbauer,,,,,North America,Women,,315 lb,,210 lb,405 lb,,,,,,,,,175 lb,
380,Carla Kamia,The Others CrossFit,,,,Brazil,Women,,179 lb,,159 lb,244 lb,,,6:56,6:20,13:38,,15,,116 lb,
386,Filipe da Silva Lopes,,,,,,,,150 kg,,115 kg,185 lb,,,,,,,55,,93 kg,0:58
388,Noora Åberg,CrossFit East Turku,,,,Europe North,Women,,110 kg,,85 kg,140 kg,,,,1:42,,,,,70 kg,
410,Brittany Reul,,,,,Europe,Women,,93 kg,,60 kg,100 kg,,,,4:52,,,10,,50 kg,
420,Michael Matyascik,SYR CrossFit,,,,United States,Men,,300 lb,,205 lb,375 lb,,,6:19,,,,21,,165 lb,1:17
428,Melissa Dahud,CrossFit Hyperion,,,,United States,Women,,245 lb,,175 lb,315 lb,,,,,,,,23:48,135 lb,
432,Emily Dies,CrossFit YKV,,"2023 open
7112th
worldwide",7112th,worldwide,Women,Women,127 kg,,93 kg,,,,,,,,,,73 kg,
434,Michael Alley,getBUILT Chattanooga CrossFit,,"2023 quarterfinals
69th
worldwide",69th,worldwide,Men,Men (50-54),330 lb,,235 lb,385 lb,,,2:46,2:42,,,,21:30,205 lb,
444,Jason Breen,,,,,Canada East,Men,,235 lb,,155 lb,345 lb,,,,,,,10,,115 lb,
455,Maciek Bekieszczuk,,,,,Canada East,Men,,355 lb,,260 lb,455 lb,,,4:57,,,,18,,205 lb,1:16
467,Cassondra Brown,CrossFit Elation,,"2023 quarterfinals
1622nd
North America East",1622nd,North America East,Women,Women,270 lb,,191 lb,335 lb,,,,1:49,,,,,157 lb,
471,André Jeppsson,,,,,Europe,Men,,,,,,,,2:28,,,,,,,
483,Inesa Kornishev,Landmark CrossFit,,,,North America East,Women,,240 lb,,130 lb,265 lb,,,,9:10,13:57,,,,100 lb,
491,Rachel Bryla,,,,,North America,Women,,118 kg,,80 kg,315 lb,,,,,,,,21:03,57 kg,
496,Jeff Sterling,,,,,South Central,Men,,475 lb,,315 lb,525 lb,,,,1:31,7:35,,42,21:30,230 lb,
512,Lane Gauntt,CrossFit 386,,,,North America,Women,,245 lb,,175 lb,285 lb,334,,5:07,2:24,9:47,,,24:00,155 lb,
521,Brianna Triche,River Parish CrossFit,,"2023 open
32785th
worldwide",32785th,worldwide,Women,Women,210 lb,,,260 lb,,,,,,,,,100 lb,
527,Caroline Santos,Balance Point CrossFit,,"2023 open
9465th
worldwide",9465th,worldwide,Women,Women (35-39),205 lb,,135 lb,265 lb,200,,17:06,6:23,19:37,,7,32:07,75 lb,1:18
531,Brianne Ramirez,,,,,,,,165 lb,,95 lb,200 lb,,30:10,6:34,,,,,18:20,,
534,Kristine Nolin,,,,,,,,148 lb,,88 lb,173 lb,,,,,,,18,,,
550,Chanelle Munroe,CrossFit Potcake,,,,Bahamas,Women,,,,,,,,,,15:42,,,,,
551,Tatiana Loyola,Punk CrossFit,,"2023 open
8770th
worldwide",8770th,worldwide,Women,Women (35-39),,,,100 kg,,,,,17:54,,,,,
569,Fabrice Chavinier,Ruroni CrossFit,,"2023 quarterfinals
177th
worldwide",177th,worldwide,Men,Men (35-39),210 kg,,158 kg,230 kg,,,2:12,,,,,,115 kg,
579,Allison Strnad,CrossFit Nashville,,"2023 quarterfinals
45th
worldwide",45th,worldwide,Women,Women (45-49),220 lb,,150 lb,250 lb,396,20:42,2:44,2:26,8:25,,40,19:36,115 lb,1:20
594,Jeff Aune,CrossFit 701,,,,North America,Men,,305 lb,,195 lb,435 lb,,,,,,,,,185 lb,
609,Chanan Siglock,CrossFit 325,,,,North America,Women,,275 lb,,195 lb,305 lb,,,4:24,,,,20,24:28,,
636,Valerie Boyer,Reebok CrossFit Connect,,,,United Kingdom,Women,,125 kg,,88 kg,140 kg,,,3:15,,11:52,,,23:25,67 kg,
641,Jonathan Larsen,Atomic CrossFit,,"2023 open
3756th
worldwide",3756th,worldwide,Men,Men (35-39),385 lb,,315 lb,455 lb,,,3:30,,,,37,,235 lb,
646,Jeffrey Smallwood,Golden Ape CrossFit,,,,North America,Men,,485 lb,,255 lb,475 lb,277,,5:46,2:41,12:58,,28,27:28,195 lb,
651,Ayax Garcia,,,"2023 open
2982nd
worldwide",2982nd,worldwide,Men,Men (45-49),385 lb,,295 lb,465 lb,,,3:30,,,,51,23:00,185 lb,1:05
658,Jordon Garrison,Train Harder CrossFit,,,,North America,Men,,355 lb,,285 lb,425 lb,,,2:27,2:30,7:55,,62,21:23,230 lb,
659,Jonathan Lippett,,,,,Canada East,Men,,405 lb,,285 lb,425 lb,,,2:47,2:46,,,,,205 lb,
686,Myles Wayne,,,,,Mid Atlantic,Men,,385 lb,,305 lb,465 lb,,,,,,,,,255 lb,
689,Cruz Cruz,,,,,Mexico,Men,,320 lb,,,375 lb,,,,,,,,,165 lb,1:40
690,Antje Bergman,CrossFit Flower Mound,,,,North America West,Women,,,,133 lb,238 lb,,,,,,,,,93 lb,
698,Joe McGee,CrossFit 646,,"2023 open
3711th
worldwide",3711th,worldwide,Men,Men (45-49),350 lb,,235 lb,475 lb,286,32:09,6:02,3:51,11:02,,,27:54,72 kg,1:08
712,Scott Graham,CrossFit Butcher's Lab,,,,Denmark,Men,,153 kg,,106 kg,215 kg,,,,3:05,9:13,,49,24:02,80 kg,1:03
714,Miguel Casas,CrossFit Pandemic,,,,United States,Men,,475 lb,,315 lb,415 lb,,,5:45,2:19,11:57,,26,,245 lb,
715,Tommy Montgomery,CrossFit Foothill,,,,United States,Women,,210 lb,,,270 lb,,,,3:07,,,,,100 lb,
723,Amber Moscato,,,,,North East,Women,,190 lb,,115 lb,225 lb,,,,,,,12,,,
727,Adam Venci,CrossFit Durango,,,,North America,Men,,325 lb,,265 lb,385 lb,,,,,,,,21:51,215 lb,
730,Craig Sandy,CrossFit Richardson,,,,United States,Men,,325 lb,,245 lb,405 lb,,,2:38,,9:40,,,21:45,200 lb,
732,Brian Searls,Branford CrossFit,,"2023 quarterfinals
164th
worldwide",164th,worldwide,Men,Men (50-54),,,,,336,21:47,3:26,2:09,8:56,,32,19:11,,
740,Michael Neitzel,CrossFit Big House,,"2023 open
2629th
worldwide",2629th,worldwide,Men,Men,455 lb,,350 lb,605 lb,,,2:23,2:08,,,60,20:50,240 lb,0:59
748,Molly Sherman,CrossFit LXIX,,,,Central East,Women,,175 lb,,140 lb,215 lb,298,18:54,4:13,3:56,,,22,,95 lb,
751,Tyron Hansen,CrossFit Connection,,,,North America,Men,,265 lb,,205 lb,425 lb,308,,,,9:09,,21,19:00,145 lb,0:54
816,Margrith Wolf,Boise CrossFit,,,,North America,Women,,230 lb,,190 lb,225 lb,,,,,8:36,,41,,140 lb,
820,Aaron Berg,CrossFit Calypso,,"2023 quarterfinals
516th
worldwide",516th,worldwide,Men,Men (35-39),425 lb,,315 lb,475 lb,,,,,,,,,250 lb,
830,Robert Oneill,CrossFit Glasgow,,"2023 open
1662nd
worldwide",1662nd,worldwide,Men,Men (40-44),167 kg,,118 kg,170 kg,342,,2:33,3:13,8:03,,42,24:00,94 kg,1:00
835,Adam Taylor,CrossFit Simpsonville,,,,North America East,Men,,405 lb,,260 lb,480 lb,,,,,9:00,,,,,
837,Casey Carpenter,,,,,North America,Men,,450 lb,,335 lb,545 lb,362,,2:45,1:54,10:04,,30,,260 lb,
841,Melissa Montalvo,CrossFit Sea Dog,,,,North America,Women,,235 lb,,170 lb,300 lb,,,,,,,,,130 lb,
845,Benny Putt,CrossFit Summerside,,"2023 open
976th
worldwide",976th,worldwide,Men,Men (40-44),405 lb,,305 lb,455 lb,,,,,,,,,220 lb,
846,Nermin Biščević,CrossFit Fabriken,,"2023 open
2726th
worldwide",2726th,worldwide,Men,Men (35-39),210 kg,,145 kg,245 kg,,,3:08,,,,52,26:50,115 kg,1:46
859,Mandy McGlothlin,,,,,,,,,,,200 lb,,,,,,,,,,
861,Ben Kupferberg,,,,,United States,Men,,460 lb,,330 lb,500 lb,,,,,,,,,245 lb,
866,James Wang,Flagship CrossFit,,,,United States,Men,,140 kg,,100 kg,150 kg,309,20:00,4:00,2:36,,,30,,75 kg,1:02
875,Kelly Trimble,CrossFit Conway,,"2023 open
682nd
worldwide",682nd,worldwide,Women,Women (50-54),175 lb,,170 lb,250 lb,,,,,,,,,115 lb,
902,McCall Scott,CrossFit Vapor,,,,United States,Women,,235 lb,,165 lb,235 lb,,27:16,,3:45,,,,,130 lb,
904,Patrick Griffin,CrossFit IronSpider,,"2023 open
17098th
worldwide",17098th,worldwide,Men,Men (40-44),245 lb,,150 lb,295 lb,230,,,,15:15,,,23:30,105 lb,
918,Andrew Elam,CrossFit Martin,,,,Central East,Men,,,,175 lb,375 lb,,,,,,,,,,
922,Richard Bomar,,,,,South East,Men,,355 lb,,,445 lb,,,,,,,,,,
930,Ariel Fernandez,,,,,Latin America,Men,,140 kg,,100 kg,180 kg,,,,,,,,,80 kg,
952,Maurice Edmonds,,,,,Mid Atlantic,Men,,415 lb,,305 lb,495 lb,112,,2:48,1:52,12:12,,46,24:15,245 lb,1:19
955,Justin Costello,Washougal River CrossFit,,"2023 open
13831st
worldwide",13831st,worldwide,Men,Men (40-44),535 lb,,315 lb,575 lb,,,,,,,,,205 lb,
957,Quentin Kiah,CrossFit 607,,,,United States,Men,,420 lb,,305 lb,440 lb,,,,,,,,,257 lb,
965,Savannah Fearns,CrossFit 720,,,,United States,Women,,290 lb,,215 lb,400 lb,279,,2:55,2:25,,,,,180 lb,
969,Ashley Sleap,Harborside CrossFit,,"2023 quarterfinals
187th
worldwide",187th,worldwide,Women,Women (35-39),290 lb,,195 lb,325 lb,,,3:38,2:09,,,,,160 lb,
974,Vianca Castro,,,,,,,,385 lb,,200 lb,375 lb,,,,,,,,,135 lb,
983,Mark VanDerVeen,CrossFit Positive Impact,,"2023 open
11779th
worldwide",11779th,worldwide,Men,Men (45-49),405 lb,,225 lb,485 lb,,,5:05,,,,22,24:20,,
995,Bonnie Billingsley,CrossFit DFW,,"2023 open
1183rd
worldwide",1183rd,worldwide,Women,Women (45-49),167 lb,,125 lb,225 lb,,,5:50,,11:32,,,27:14,85 lb,
998,Victor Ahlm,,,,,Europe,Men,,130 kg,,110 kg,155 kg,,,3:17,,,,,,90 kg,
1001,Tricia Bowen,,,,,North America,Women,,75 kg,,30 kg,90 kg,,,,,,,,,,
1006,Scott Bolduc,CrossFit 137,,"2023 open
3375th
worldwide",3375th,worldwide,Men,Men (50-54),280 lb,,215 lb,350 lb,,,6:52,3:28,,,,27:40,155 lb,
1014,Josh Swart,CrossFit Cabarrus,,"2023 open
23062nd
worldwide",23062nd,worldwide,Men,Men,407 lb,,300 lb,440 lb,,,2:53,2:53,9:39,,51,,253 lb,
1016,Tony Bagala Jr,CrossFit Brackish,,"2023 quarterfinals
442nd
North America West",442nd,North America West,Men,Men,425 lb,,350 lb,535 lb,400,20:58,2:08,1:30,8:18,,50,,280 lb,
1040,Jack Clark,CrossFit Underway,,"2023 semifinals
22nd
worldwide",22nd,worldwide,Men,Men,200 kg,,170 kg,225 kg,483,,2:04,1:26,,,60,21:40,135 kg,
1041,Joshua Stayton,CrossFit Run A Muck,,,,Central East,Men,,365 lb,,,400 lb,,,,,,,,,170 lb,
1042,Andy Hernandez,,,"2023 open
3272nd
worldwide",3272nd,worldwide,Men,Men (45-49),,,,,,,,,,,,,185 lb,
1046,Jean-Christophe Ederlé,CrossFit Icauna,,"2023 open
962nd
worldwide",962nd,worldwide,Men,Men (45-49),396 lb,,286 lb,551 lb,,,3:52,2:46,9:42,,43,21:36,207 lb,1:11
1053,Greg Herceg,,,,,North Central,Men,,465 lb,,365 lb,525 lb,389,22:30,2:58,2:18,,,42,,305 lb,
1070,Derek Wickham,Prairie CrossFit,,"2023 open
7027th
worldwide",7027th,worldwide,Men,Men (40-44),180 kg,,143 kg,228 kg,,,,,,,,,105 kg,
1071,Dan Feisst,,,,,Australia,Men,,120 kg,,80 kg,120 kg,,,,,,,8,28:00,40 kg,
1076,Amanda Claus,CrossFit BECC,,,,North America East,Women,,255 lb,,145 lb,275 lb,,,,,,,,,95 lb,
1089,Renato Polimeno,,,,,Latin America,Men,,353 lb,,220 lb,441 lb,300,33:08,5:58,2:40,12:39,,,,165 lb,
1113,David Vado,,,"2023 quarterfinals
952nd
North America West",952nd,North America West,Men,Men,315 lb,,245 lb,385 lb,,,4:00,,,,30,,205 lb,1:50
1126,Morten Egeland,,,,,Europe,Men,,125 kg,,,150 kg,353,,5:25,,,,12,21:00,,
1129,Rachel Bailey,,,,,North West,Women,,215 lb,,141 lb,265 lb,,,5:25,4:26,10:48,,,26:47,104 lb,
1133,Luis Assis,Vincit CrossFit Umarizal,,,,South America,Men,,356 lb,,256 lb,380 lb,,,3:50,,,,30,20:35,200 lb,
1143,Lindsey Crichton,CrossFit Northwood,,,,North East,Women,,183 lb,,120 lb,250 lb,,,,,,,,,75 lb,
1159,Sohail Masoudi,CrossFit Athletic City,,,,Oceania,Men,,,,,,,,,,,,,24:35,,
1161,Eileen Boroughs,Whitebelt CrossFit,,,,North America East,Women,,210 lb,,130 lb,250 lb,286,,4:54,4:35,,,25,,90 lb,
1162,Rachael Robinson,CrossFit Sisyphus,,"2023 quarterfinals
140th
worldwide",140th,worldwide,Women,Women (45-49),120 kg,,90 kg,140 kg,,,,,,,,,70 kg,
1176,Taylor Reinecker,CrossFit Gettysburg,,"2023 quarterfinals
640th
worldwide",640th,worldwide,Women,Women (35-39),,,205 lb,,338,25:35,3:50,1:56,9:20,,,27:26,155 lb,1:40
1178,Katherine Hawkins,,,,,North Central,Women,,300 lb,,195 lb,325 lb,274,,6:17,2:34,,,,,145 lb,1:45
1195,Zachary Haggard,,,,,Central East,Men,,183 kg,,138 kg,220 kg,,,3:22,5:01,,,,,112 kg,
1199,Mike Griego,CrossFit North Irving,,,,United States,Men,,,,225 lb,,,,,2:21,,,,,,
1217,David Arce,CrossFit Brownsville,,,,North America,Men,,420 lb,,292 lb,455 lb,,,4:33,2:07,,,30,39:15,240 lb,
1224,Dave Pagel,CrossFit Kenosha,,,,North America,Men,,365 lb,,225 lb,415 lb,356,24:04,3:41,3:22,9:01,,30,,150 lb,
1236,Stephen Rudd,,,,,,,,175 lb,,,300 lb,,32:17,,,,,,,,
1242,Brooke Bass,Turbo CrossFit,,"2023 open
2499th
worldwide",2499th,worldwide,Women,Women (45-49),190 lb,,152 lb,275 lb,,,,,10:20,,10,21:03,100 lb,
1262,Kara Rees,NorBeau CrossFit,,,,United States,Women,,245 lb,,150 lb,325 lb,305,,6:43,,,,18,29:43,115 lb,
1274,Elwil Acevedo,CrossFit Tough as Nails,,,,North America,Men,,500 lb,,355 lb,520 lb,,,,,,,,,265 lb,
1281,Anthony Napolitano,CrossFit Federal Hill,,"2023 open
3744th
worldwide",3744th,worldwide,Men,Men (40-44),485 lb,,300 lb,565 lb,,,3:20,,,,,,235 lb,
1283,Daniel Curtis,,,,,South East,Men,,315 lb,,205 lb,375 lb,,,5:00,,,,30,,175 lb,1:36
1295,Ashley Hicks,South Orlando CrossFit,,"2023 open
9767th
worldwide",9767th,worldwide,Women,Women (35-39),,,130 lb,185 lb,,,,,,,,,95 lb,
1303,Carl Roberts,In2 CrossFit Farnham,,,,Europe,Men,,205 kg,,100 kg,190 kg,,,4:46,,,,21,20:03,81 kg,
1306,Jorge Roel Gonzalez,,,"2023 quarterfinals
448th
worldwide",448th,worldwide,Men,Men (40-44),435 lb,,,535 lb,,,,,,,,,,
1307,Rolando Esposito,,,,,Mid Atlantic,Men,,341 lb,,235 lb,405 lb,335,28:45,,3:18,9:45,,35,,165 lb,
1318,Tyler Oliveira,CrossFit Greater Heights,,,,North America West,Men,,395 lb,,290 lb,425 lb,,,,,,,,,225 lb,1:14
1328,Aaron Riekenberg,,,,,North America,Men,,,,,,,,,,,,,17:47,,
1336,Anthony Perera,,,,,North East,Men,,305 lb,,,,,,,,,,,,,
1337,Natalie Diedrich,Blue Lake CrossFit,,"2023 open
13121st
worldwide",13121st,worldwide,Women,Women,105 kg,,80 kg,145 kg,261,27:37,3:45,5:12,,,,28:04,60 kg,1:32
1345,Connie Sourlatzis,CrossFit Project Bayside,,"2023 quarterfinals
156th
worldwide",156th,worldwide,Women,Women (40-44),107 kg,,80 kg,135 kg,,,2:47,2:50,,,21,,64 kg,
1386,Daniel Schaffer,PH CrossFit,,,,Oceania,Men,,130 kg,,90 kg,155 kg,,,,4:02,,,3,,60 kg,
1387,Kristie Mitchell,Blue Lake CrossFit,,,,Canada,Women,,338 lb,,155 lb,397 lb,,,,,,,,,115 lb,
1394,Kevin Feeney,CrossFit 617,,"2023 open
8474th
worldwide",8474th,worldwide,Men,Men (35-39),,,,325 lb,330,,4:50,,,,,,,
1404,Brandon Wilson,Railway CrossFit,,,,United States,Men,,,,,505 lb,,,,,,,,27:01,,
1410,Alex Koslow,,,,,North East,Men,,275 lb,,175 lb,305 lb,,24:14,5:07,,,,,,,
1433,Samantha Lampron,CrossFit Synergistics,,"2023 open
6797th
worldwide",6797th,worldwide,Women,Women (40-44),115 lb,,105 lb,165 lb,,,,,11:57,,13,,70 lb,1:29
1436,Austin Nedelcoff,CrossFit Kilo II,,"2023 open
368th
worldwide",368th,worldwide,Men,Men,425 lb,,335 lb,485 lb,,,2:25,,,,60,,275 lb,
1443,Charlotte Bossy,getBUILT Chattanooga CrossFit,,,,North America,Women,,215 lb,,115 lb,295 lb,,,,,,,,25:42,95 lb,
1446,Ashley Mitchell,Adroit CrossFit,,"2023 open
2902nd
worldwide",2902nd,worldwide,Women,Women (35-39),225 lb,,167 lb,255 lb,,,4:54,2:35,,,28,,145 lb,
1455,Kimberley Browne,,,,,Australia,Women,,70 kg,,55 kg,113 kg,,,,,,,5,,30 kg,1:45
1462,Alexis Montanaro,CrossFit Pawling,,,,North America,Women,,255 lb,,195 lb,315 lb,,,,1:50,,,,,150 lb,
1478,Christina Collins,CrossFit CSA,,,,North America,Women,,203 lb,,153 lb,263 lb,,,,,,,,,118 lb,
1488,Kyle Meyer,Delaware CrossFit,,"2023 open
26835th
worldwide",26835th,worldwide,Men,Men (35-39),325 lb,,,425 lb,,,,,,,,,,
1506,Alyssa Lorenzatti,CrossFit Standard Strength,,,,North America,Women,,225 lb,,155 lb,280 lb,,,,,,,,,120 lb,
1508,Cori Allen,Lat 45 CrossFit,,,,North America,Women,,220 lb,,120 lb,260 lb,,,,,,,,,95 lb,
1522,Anthony Torres,CrossFit Unmatched,,"2023 open
1554th
worldwide",1554th,worldwide,Men (60-64),Men (60-64),270 lb,,185 lb,315 lb,,,,,,,,,145 lb,
1526,Meri Galvan,,,,,North West,Women,,,,135 lb,,,,,,,,,,,
1528,Amanda French,Yeovil CrossFit,,,,United Kingdom,Women,,110 kg,,70 kg,125 kg,258,34:25,3:48,2:52,11:24,,26,,55 kg,
1542,Jessica Straws,Blackheart CrossFit,,,,North America,Women,,218 lb,,175 lb,276 lb,,,2:41,2:39,9:22,,,,154 lb,1:19
1560,Mary Williams,CrossFit Future,,,,North America,Women,,295 lb,,195 lb,340 lb,,,,,,,,,160 lb,
1577,Andrés Cifuentes,Black Hat CrossFit,,,,South America,Men,,170 kg,,108 kg,200 kg,,,4:30,7:49,9:35,,,24:36,79 kg,1:33
1580,Michael Boettger,CrossFit Critical Mass,,,,United States,Men,,,,,,,,,,,,,,165 lb,
1594,Mayra Garcia,CrossFit Quest,,,,North America West,Women,,225 lb,,147 lb,357 lb,,,,3:35,,,,,95 lb,
1601,Leah Fitzgerald,,,,,North Central,Women,,185 lb,,130 lb,220 lb,,,,,,,,,85 lb,
1602,Aimee Soto,Black Wolf CrossFit,,,,South Central,Women,,205 lb,,140 lb,190 lb,,,,,,,,,100 lb,
1632,Damian Gonzalez,IMT CrossFit,,"2023 open
1171st
worldwide",1171st,worldwide,Men,Men (45-49),405 lb,,285 lb,475 lb,,,,,,,,,,
1634,Nicholas Libert,Ballast CrossFit,,,,North America West,Men,,450 lb,,315 lb,515 lb,,,2:36,,,,70,19:00,235 lb,
1637,Brett Costantino,CrossFit Woodbine,,"2023 open
3290th
worldwide",3290th,worldwide,Men,Men (35-39),325 lb,,255 lb,405 lb,,,3:11,,,,,,200 lb,
1653,Jeff Alberts,,,,,North West,Men,,325 lb,,315 lb,405 lb,265,,3:43,,,,12,24:41,190 lb,1:47
1655,Blanche Isenblitter,NorBeau CrossFit,,,,United States,Women,,260 lb,,215 lb,285 lb,333,,,1:42,,,,,170 lb,
1656,Michael McCarthy,,,,,South Central,Men,,435 lb,,295 lb,445 lb,,,,1:55,,,,22:39,235 lb,
1687,Jeff Wendt,,,,,North Central,Men,,,,,,,,5:19,4:22,,,30,,,
1691,Brad Harris,Grapevine CrossFit,,"2023 open
6436th
worldwide",6436th,worldwide,Men,Men (50-54),,,,,,39:33,,,,,,,,
1736,Lisa Davey,,,,,United States,Women (55-59),,150 lb,,95 lb,215 lb,,,,,,,,26:00,65 lb,
1754,Chris Davis,CrossFit PTC,,"2023 open
5390th
worldwide",5390th,worldwide,Men,Men (50-54),285 lb,,186 lb,316 lb,234,,,5:53,17:34,,,28:30,145 lb,1:45
1756,Susie Lewis,Brick CrossFit,,,,United States,Women,,180 lb,,115 lb,195 lb,,,,,,,,,90 lb,
1763,Kylie Wood,CrossFit Box Hill,,,,Australia,Women,,90 kg,,68 kg,120 kg,,,,,,,,,48 kg,
1764,Lori Wallace,CrossFit Pottstown,,,,North America,Women (55-59),,225 lb,,135 lb,265 lb,,,,,,,,,95 lb,
1796,Timo Autto,CrossFit Rovaniemi,,,,Europe,Men,,162 kg,,104 kg,190 kg,270,28:25,5:54,7:53,9:24,,40,,70 kg,
