,Athlete,Affiliate,Country,Competition,Placement,Region,Division,Division_2,Back Squat,Chad1000x,Clean and Jerk,Deadlift,Fight Gone Bad,Filthy 50,Fran,Grace,Helen,L1 Benchmark,Max Pull-ups,Run 5k,Snatch,Sprint 400m
31,Shawn McQueen,Railroad CrossFit,,,,North America,Men,,365 lb,,295 lb,420 lb,407,17:32,2:15,1:52,8:12,,55,20:40,260 lb,1:04
33,Justin Perdun,,,,,Mid Atlantic,Men,,225 lb,,185 lb,305 lb,,27:23,8:28,,13:58,,,23:27,135 lb,1:28
36,Kelvin Minefee,CrossFit Iron Muscle,,"2023 quarterfinals
162nd
worldwide",162nd,worldwide,Men (55-59),Men (55-59),450 lb,,265 lb,540 lb,403,,2:28,1:51,7:30,,50,24:00,215 lb,1:05
39,Briley Stone,CrossFit East County,,,,West Coast,Women,,200 lb,,165 lb,305 lb,329,,3:04,2:58,,,36,22:07,128 lb,
44,Alex Dichter,Central Bucks CrossFit,,,,Mid Atlantic,Men,,350 lb,,265 lb,405 lb,,,3:41,2:39,,,,,215 lb,
45,Tom Kerins,,,,,North America,Men,,380 lb,,295 lb,455 lb,358,19:00,2:30,2:30,7:36,,60,20:30,250 lb,1:00
47,Leo Polovets,,,,,Northern California,Men,,245 lb,,215 lb,365 lb,367,23:50,5:25,2:58,9:05,,33,,165 lb,1:14
49,John Pavlic,,,,,North West,Men,,375 lb,,230 lb,430 lb,318,30:35,4:04,2:50,9:33,,33,24:33,190 lb,
53,Daniel Messinger,CrossFit Breckenridge,,"2023 quarterfinals
595th
worldwide",595th,worldwide,Men,Men (45-49),375 lb,,240 lb,500 lb,357,20:06,2:27,2:05,8:12,,50,,190 lb,1:16
54,Krista Pell,CrossFit Athlete Inside (AI),,,,North America,Women,,275 lb,,187 lb,315 lb,334,20:21,4:02,2:54,10:00,,,24:39,155 lb,1:31
56,Cameron Laurie,,,,,Australia,Men,,105 kg,,77 kg,160 kg,231,38:02,9:45,,12:11,,25,23:41,61 kg,1:32
57,Steve Parsoneault,CrossFit Sanitas,,,,South West,Men (55-59),,340 lb,,255 lb,415 lb,,,,,,,,,185 lb,
62,Pamela Rosario,,,,,South Central,Women,,210 lb,,135 lb,245 lb,,,4:52,5:24,10:36,,25,27:51,85 lb,1:42
68,Cassandra Sipe,Pilchuck CrossFit,,,,United States,Women,,175 lb,,165 lb,285 lb,,,5:00,,,,,,125 lb,
70,Christopher Watson,,,,,Canada East,Men,,350 lb,,260 lb,480 lb,345,,6:02,2:47,10:24,,,20:05,200 lb,
74,Matthew Ilharreguy,Resolution CrossFit Brea,,"2023 open
3187th
worldwide",3187th,worldwide,Men,Men (40-44),335 lb,,265 lb,425 lb,,,2:41,,,,,,195 lb,
75,Oleksiy Dakhno,CrossFit Athlete Inside (AI),,"2023 open
18064th
worldwide",18064th,worldwide,Men,Men,,,,,,,,,,,,,280 lb,
76,Glendon Partin,,,,,North Central,Men,,435 lb,,265 lb,595 lb,318,34:32,4:21,2:13,14:00,,,22:26,200 lb,
77,Mathew Prendergast,,,,,North East,Men,,420 lb,,300 lb,425 lb,442,18:47,2:29,1:42,7:42,,50,18:54,245 lb,1:05
82,Andres Williams,,,,,North West,Men,,340 lb,,225 lb,525 lb,406,20:38,3:02,2:25,8:12,,,,,0:47
85,Shaun Cormode,CrossFit Witham,,"2023 open
732nd
worldwide",732nd,worldwide,Men,Men (45-49),160 kg,,115 kg,205 kg,,,2:56,1:56,9:00,,44,,90 kg,
87,David Lee,CrossFit Manayunk,,,,United States,Men,,,,275 lb,485 lb,,,2:31,2:19,,,40,,230 lb,
91,Andy Blaida,,,,,,,,315 lb,,240 lb,405 lb,325,23:45,5:30,,9:11,,24,19:20,200 lb,
94,Jana Sparks,CrossFit Woolgoolga,,,,Oceania,Women,,85 kg,,65 kg,128 kg,,,5:23,,,,,,50 kg,
96,Tyler Sullivan,Badger CrossFit,,"2023 open
1769th
worldwide",1769th,worldwide,Men,Men (40-44),375 lb,,295 lb,505 lb,500,16:35,2:38,1:38,6:48,,44,18:50,245 lb,
98,Michael Burg,CrossFit Ballina,,"2023 open
6798th
worldwide",6798th,worldwide,Men,Men (45-49),140 kg,,115 kg,180 kg,310,,3:43,,9:48,,30,19:48,90 kg,
100,Alexander Porter,,,,,Australia,Men,,180 kg,,116 kg,180 kg,361,18:38,3:01,2:42,9:01,,67,,96 kg,
101,Nick Blasier,Easy Is Evil CrossFit,,,,United States,Men,,285 lb,,245 lb,435 lb,327,28:31,5:06,2:43,9:43,,27,20:10,205 lb,1:13
102,Cristopher OBrien,CrossFit Asphodel,,,,North America East,Men,,195 kg,,,245 kg,,,2:58,,,,,18:30,,
103,Yann Proust,CrossFit ADM,,"2023 quarterfinals
323rd
worldwide",323rd,worldwide,Men,Men (45-49),385 lb,,265 lb,520 lb,,18:00,4:22,,8:44,,,,205 lb,
109,Kyl Samway,Boulder Mountain CrossFit,,,,West Coast,Men,,355 lb,,245 lb,425 lb,328,,3:11,2:49,7:10,,38,19:24,205 lb,
110,Christine Pitt,CrossFit 2600,,,,Australasia,Women (55-59),,100 kg,,51 kg,115 kg,,,,,,,6,,35 kg,
111,Bryan Miller,CrossFit Invictus,,,,Southern California,Men,,460 lb,,355 lb,555 lb,410,,2:21,,7:55,,57,,290 lb,1:03
112,Rob deMalignon,CrossFit Lincoln,,,,North America,Men,,365 lb,,245 lb,525 lb,262,35:00,6:14,2:39,12:18,,11,23:34,165 lb,1:12
117,Tonya Nelson,,,,,South Central,Women,,165 lb,,,205 lb,279,25:44,5:55,,9:01,,,21:41,,
123,Lachlan Cadden,CrossFit Sana,,,,Australia,Men,,125 kg,,108 kg,165 kg,,,,,,,48,18:47,91 kg,
124,Anna Rode,Myriad CrossFit,,"2023 open
80856th
worldwide",80856th,worldwide,Women,Women,245 lb,,212 lb,300 lb,346,20:28,2:26,1:58,8:54,,40,,170 lb,
127,Andrew Carnovale,,,,,Canada East,Men,,330 lb,,205 lb,430 lb,,,3:50,,,,,,155 lb,
132,Daniel Romigh,CrossFit Westchase,,"2023 open
23864th
worldwide",23864th,worldwide,Men,Men,440 lb,,315 lb,595 lb,486,16:07,2:37,1:54,8:19,,35,21:56,279 lb,0:54
133,Tyler Tom,12 Labours CrossFit,,,,Mid Atlantic,Men,,415 lb,,275 lb,465 lb,405,28:36,2:50,1:56,9:13,,40,21:00,230 lb,1:10
135,Paul Smith,Get Lifted CrossFit,,,,South Central,Men,,500 lb,,225 lb,500 lb,,,,,,,40,,225 lb,
137,Alexander Eltherington,CrossFit Waimakariri,,,,Australasia,Men,,160 kg,,90 kg,170 kg,,,,,,,15,,70 kg,
141,Erin Lamb,,,"2023 open
4175th
worldwide",4175th,worldwide,Women,Women (40-44),250 lb,,165 lb,310 lb,,,3:42,,9:54,,31,,130 lb,1:22
146,Aaron Costa,Sundown CrossFit,,,,West Coast,Men,,,,,,,,,,,,50,,,
149,Chris Katechis,CrossFit Montgomery,,,,North America,Men,,375 lb,,225 lb,503 lb,267,33:27,4:52,3:40,10:33,,15,25:00,165 lb,1:14
163,Erick Adams,,,,,Central East,Men,,405 lb,,245 lb,445 lb,,,5:05,2:51,,,21,,175 lb,1:03
165,Nick Bonfiglio,,,,,North America West,Men,,365 lb,,295 lb,485 lb,,,,,,,,,235 lb,
169,Fernando Alcantara,CrossFit Long Beach,,,,West Coast,Men,,294 lb,,185 lb,365 lb,278,24:29,5:04,3:06,11:06,,43,27:40,165 lb,1:22
170,Nicholas Lang,,,,,Europe,Men,,80 kg,,70 kg,110 kg,,,6:06,,,,,19:56,50 kg,
171,Neal Scotcher,CrossFit Bath,,"2023 open
10274th
worldwide",10274th,worldwide,Men,Men (40-44),133 kg,,95 kg,160 kg,,,,,,,,,70 kg,
175,Brandi Henry-Exarhos,Bainbridge Island CrossFit,,"2023 open
725th
worldwide",725th,worldwide,Women,Women (50-54),237 lb,,,255 lb,331,,3:30,2:12,,,,,120 lb,
177,Jim Sorum,CrossFit Progression,,"2023 open
1704th
worldwide",1704th,worldwide,Men,Men (50-54),,,,,,,,,,,,31:53,,
179,Eric Smies,CrossFit Beach Box,,"2023 open
6332nd
worldwide",6332nd,worldwide,Men,Men (50-54),310 lb,,225 lb,425 lb,353,,4:31,3:51,,,32,20:20,,
184,Jobim Zapico,CrossFit Virilis,,"2023 open
27669th
worldwide",27669th,worldwide,Men,Men,300 lb,,235 lb,330 lb,338,20:55,2:59,2:50,8:23,,,21:22,200 lb,
185,Wes Piatt,Coast Range CrossFit,,"2023 open
5196th
worldwide",5196th,worldwide,Men,Men (35-39),385 lb,,275 lb,495 lb,434,18:18,2:20,2:01,8:11,,76,22:11,225 lb,1:02
186,Nathan Hoiland,CrossFit Valor,,"2023 open
6201st
worldwide",6201st,worldwide,Men,Men,410 lb,,315 lb,455 lb,401,20:17,2:06,1:47,7:33,,71,,245 lb,1:06
188,Marco Coppola,CrossFit OverTake,,"2023 open
209th
worldwide",209th,worldwide,Men,Men (35-39),515 lb,,190 kg,600 lb,,,2:14,1:06,8:40,,50,,152 kg,1:03
190,Jocelyn Rylee,CrossFit BRIO,,"2023 open
1186th
worldwide",1186th,worldwide,Women,Women (35-39),276 lb,,215 lb,306 lb,,,3:57,2:07,10:30,,26,,181 lb,
192,Todd Jensen,CrossFit Creed,,,,South East,Men,,305 lb,,210 lb,335 lb,326,24:10,5:34,3:58,10:49,,25,,170 lb,
195,Joseph McPhee,CrossFit Alliance,,"2023 open
3984th
worldwide",3984th,worldwide,Men,Men (45-49),130 kg,,105 kg,150 kg,,,4:49,3:30,,,30,,81 kg,1:05
197,Joe Robidou,Havasu CrossFit,,,,South West,Men (55-59),,370 lb,,255 lb,477 lb,356,22:56,3:30,3:15,9:10,,40,22:30,190 lb,1:15
199,Patrick Barber,Coast Range CrossFit,,,,North America West,Men,,445 lb,,315 lb,515 lb,465,15:18,1:58,1:47,7:21,,65,21:24,260 lb,0:59
204,Mario Giglio,,,,,Europe,Men,,140 kg,,85 kg,180 kg,,,,,,,13,,,
205,Matthew Dyson,MaD CrossFit,,,,New Zealand,Men,,165 kg,,105 kg,180 kg,,,,,,,,,85 kg,
207,Jon Walker,,,,,Australia,Men,,132 kg,,105 kg,202 kg,310,,4:55,,,,25,24:52,75 kg,1:12
209,Jireh Wang,CrossFit Markham,,,,Canada East,Men,,445 lb,,255 lb,425 lb,,,4:30,2:24,,,,,185 lb,
215,Martijn Cristen,,,,,Europe,Men,,110 kg,,81 kg,136 kg,226,34:33,,,,,,,61 kg,
216,Fabian Dressler,,,,,,,,140 kg,,80 kg,155 kg,,,8:30,,,,,24:08,,
218,Peter Dear,CrossFit Porirua,,,,Oceania,Men,,150 kg,,80 kg,185 kg,,41:05,,,,,,,55 kg,
219,Bartolomeo Lanzarone,Reebok CrossFit Alcamo,,"2023 open
3579th
worldwide",3579th,worldwide,Men (55-59),Men (55-59),175 kg,,95 kg,215 kg,,,3:07,,,,30,,55 kg,
221,Fern Carver,Mjøsa CrossFit,,,,United Kingdom,Women,,153 kg,,98 kg,160 kg,,,,1:48,8:42,,35,23:30,80 kg,1:07
222,Federico Biasetti,CrossFit Double Deuce,,,,Europe,Men,,150 kg,,110 kg,205 kg,382,29:00,3:21,2:16,8:36,,48,21:45,75 kg,1:30
224,Michelle Rees,Little CrossFit,,,,Australia,Women,,83 kg,,55 kg,115 kg,,,,,,,,,40 kg,
226,Cobus McCabe,CrossFit Pretoria North,,,,Africa,Men,,105 kg,,,,,,,,,,,25:00,,
227,Gustavo Cano,Stygia CrossFit,,,,Europe,Men,,170 kg,,127 kg,200 kg,,,2:55,,,,32,22:00,100 kg,
228,Andre Gadney,,,"2023 quarterfinals
161st
worldwide",161st,worldwide,Men,Men (40-44),191 kg,,144 kg,240 kg,357,25:00,2:21,1:32,8:00,,64,22:30,122 kg,1:04
230,Tia McDougall,CrossFit Jozi,,"2023 open
7757th
worldwide",7757th,worldwide,Women,Women (35-39),128 kg,,80 kg,148 kg,271,,6:13,3:48,,,20,,65 kg,1:22
231,Yohann Gigord,CrossFit Castanet-Tolosan,,"2023 open
12522nd
worldwide",12522nd,worldwide,Men,Men,175 kg,,140 kg,190 kg,,,3:30,2:45,,,33,,115 kg,0:55
232,Jon Kendrew,CrossFit Liverpool,,,,United Kingdom,Men,,120 kg,,85 kg,160 kg,,,3:52,3:55,,,51,20:22,65 kg,
236,Ruby Wolff,,,,,Africa,Men,,140 kg,,90 kg,152 kg,,,,,,,45,,70 kg,
237,Michael Schaal,Chikara CrossFit,,"2023 open
5636th
worldwide",5636th,worldwide,Men,Men (40-44),150 kg,,120 kg,180 kg,302,34:00,4:15,2:30,9:43,,35,20:00,95 kg,1:04
239,Aaron Schnetzler,,,,,Mid Atlantic,Men,,385 lb,,106 kg,425 lb,351,22:18,3:45,4:33,8:30,,50,21:00,93 kg,1:03
240,Kaytlin Warner,CrossFit Mooloolaba,,"2023 open
5796th
worldwide",5796th,worldwide,Women,Women,93 kg,,70 kg,115 kg,,,,,,,27,,53 kg,
241,Neil Sears,CrossFit Jozi,,,,Africa,Men,,155 kg,,110 kg,200 kg,250,,5:38,,,,24,,85 kg,1:04
245,Katja Jensen,CrossFit Dungeon,,,,Oceania,Women,,80 kg,,,110 kg,,,9:36,,,,,,,
246,Drew Griffith,CrossFit Broadbeach,,,,Oceania,Men,,140 kg,,92 kg,170 kg,348,,4:14,3:32,8:19,,40,28:00,80 kg,1:00
251,Garry McFall,CrossFit Glasgow,,,,United Kingdom,Men,,160 kg,,70 kg,205 kg,250,,7:02,5:20,,,,29:00,62 kg,1:40
252,Fredrik Stahle,CrossFit Nordic,,,,Europe,Men (60-64),,140 kg,,93 kg,165 kg,245,,7:30,4:40,10:00,,29,19:45,63 kg,1:06
253,Jacob Floyd,Rayzor Ranch CrossFit,,"2023 open
6200th
worldwide",6200th,worldwide,Men,Men (40-44),440 lb,,275 lb,550 lb,365,,2:49,2:12,9:00,,50,22:13,215 lb,1:06
254,Richard Boucher,CrossFit Strongtown,,,,North America,Men (65+),,250 lb,,155 lb,325 lb,241,30:40,5:26,3:30,,,30,21:20,110 lb,
255,Clarence Nunan,CrossFit Elkhart,,,,Central East,Men,,385 lb,,196 lb,435 lb,268,,6:34,5:40,13:57,,33,30:05,150 lb,
260,Christopher Bean,,,,,North East,Men,,295 lb,,195 lb,410 lb,372,19:32,3:10,2:46,8:06,,55,21:51,150 lb,1:39
262,Robert McAlpine,,,,,,,,170 kg,,90 kg,180 kg,198,,7:28,3:23,14:23,,12,,80 kg,
265,David Manthey,South Tampa CrossFit,,"2023 open
3650th
worldwide",3650th,worldwide,Men (55-59),Men (55-59),265 lb,,195 lb,340 lb,402,35:13,4:23,4:42,8:24,,44,,137 lb,
267,Lee Ruzzi,CrossFit Ballina,,"2023 open
2088th
worldwide",2088th,worldwide,Men,Men (35-39),182 kg,,130 kg,230 kg,,16:45,2:40,2:21,7:47,,60,,98 kg,
268,Andres Torres Aranda,Maori CrossFit,,,,Ecuador,Men,,305 lb,,215 lb,315 lb,,,,,,,24,,165 lb,
273,Sam Negron,,,,,North East,Men,,,,215 lb,330 lb,,,,,,,35,,180 lb,
276,Hannah Richards,CrossFit Westchase Largo,,,,United States,Women,,255 lb,,190 lb,275 lb,,20:01,2:43,,,,,,165 lb,
278,Timm Cuzzo,,,,,North America West,Men,,255 lb,,185 lb,295 lb,252,,8:23,5:52,10:33,,,25:57,95 lb,1:13
283,Daniel Tyminski,CrossFit Cobalt,,,,North America,Men,,445 lb,,355 lb,530 lb,504,14:50,2:03,,6:45,,,18:36,295 lb,
285,Bryce Abbey,,,,,North Central,Men,,325 lb,,205 lb,,,17:33,3:26,,7:45,,50,18:01,150 lb,
286,Daniel Stearns,Empire State CrossFit,,,,North America,Men,,370 lb,,285 lb,500 lb,396,20:54,3:23,1:52,7:36,,37,20:21,235 lb,1:07
287,Virginia Morey,CrossFit OKC,,"2023 open
382nd
worldwide",382nd,worldwide,Women,Women (40-44),265 lb,,195 lb,310 lb,372,19:32,2:34,2:02,8:26,,38,23:17,150 lb,1:17
289,Nicole Warnek,CrossFit Phoenixville,,"2023 quarterfinals
144th
worldwide",144th,worldwide,Women,Women (40-44),250 lb,,185 lb,300 lb,350,,3:07,2:25,9:17,,48,24:49,145 lb,1:15
291,Joseph Ortiz,CrossFit KOA,,,,North America,Men,,340 lb,,270 lb,455 lb,,,4:30,1:50,,,25,27:30,225 lb,
292,Michelle Beauchamp,,,,,Canada East,Women,,,,145 lb,275 lb,,,5:38,3:15,,,,,110 lb,
293,Steven Lobotsky,Hudson Valley CrossFit,,,,North America East,Men (65+),,245 lb,,195 lb,305 lb,,,5:56,,,,20,,135 lb,
294,Kyle Wise,CrossFit Future,,"2023 quarterfinals
571st
worldwide",571st,worldwide,Men,Men (50-54),365 lb,,245 lb,405 lb,,,3:03,2:08,,,22,,185 lb,
295,Jeremy Meredith,CrossFit Vernon,,"2023 open
701st
worldwide",701st,worldwide,Men,Men (35-39),530 lb,,151 kg,565 lb,440,17:25,2:01,1:45,7:04,,60,,125 kg,0:59
298,Bryan Hantman,,,,,North America,Men,,325 lb,,230 lb,425 lb,,,,,,,,,180 lb,
299,Steve Mullen,CrossFit Identity,,"2023 quarterfinals
40th
worldwide",40th,worldwide,Men,Men (40-44),450 lb,,295 lb,525 lb,397,18:43,2:26,2:05,7:38,,66,20:30,240 lb,0:58
308,Kristin Waxman,CrossFit Main Line - Wayne,,,,United States,Women,,215 lb,,165 lb,280 lb,322,24:15,5:08,3:28,9:43,,21,21:46,120 lb,1:23
310,Thomas ODonnell,CrossFit Thermopylae,,,,North East,Men,,315 lb,,215 lb,405 lb,,,,,,,,,155 lb,
311,Nicholas Urankar,CrossFit 061,,,,North America,Men,,480 lb,,396 lb,555 lb,,15:30,2:10,1:24,,,55,19:37,315 lb,
313,MOE SOUSS,CrossFit Newmarket Central,,"2023 open
12412th
worldwide",12412th,worldwide,Men,Men (40-44),360 lb,,250 lb,440 lb,,,4:00,2:47,9:30,,30,30:00,180 lb,
314,luke mize,Pee Dee CrossFit,,"2023 open
6857th
worldwide",6857th,worldwide,Men,Men (35-39),350 lb,,280 lb,455 lb,400,18:35,2:42,2:18,7:38,,65,19:42,215 lb,
315,Scott Guichard,,,,,Latin America,Men,,295 lb,,205 lb,384 lb,287,26:51,4:38,3:45,9:30,,,,,
319,Ender Paez Calderon,,,,,Europe,Men,,150 kg,,115 kg,200 kg,251,19:51,3:37,5:21,11:58,,51,,85 kg,
332,Peter Morrison,CrossFit OC3,,,,North America West,Men,,375 lb,,265 lb,445 lb,,23:01,5:40,2:28,8:05,,27,22:38,195 lb,
333,Jeffrey Colon,CrossFit Salvation,,,,North America East,Men,,400 lb,,255 lb,465 lb,344,,2:30,,7:59,,50,,190 lb,
336,Ed Townsley,CrossFit PSC,,"2023 open
1277th
worldwide",1277th,worldwide,Men (55-59),Men (55-59),300 lb,,185 lb,405 lb,291,23:06,7:18,3:57,10:57,,26,,155 lb,1:32
337,Peter Brasovan,CrossFit WOTOWN,,"2023 open
2180th
worldwide",2180th,worldwide,Men,Men (35-39),415 lb,,235 lb,485 lb,408,27:32,2:42,1:57,17:26,,50,21:00,205 lb,1:09
339,David Kerr III,San Francisco CrossFit,,,,West Coast,Men,,475 lb,,305 lb,515 lb,,,2:17,1:39,,,67,18:58,235 lb,
341,Joanna Buchholtz,Just More CrossFit,,,,United Kingdom,Women,,92 kg,,68 kg,118 kg,,,,3:14,9:16,,,20:30,51 kg,
342,Gavin Heselton,CrossFit Glasgow,,"2023 open
13298th
worldwide",13298th,worldwide,Men,Men (40-44),156 kg,86:00,110 kg,235 kg,303,30:22,4:45,3:50,10:50,,34,25:14,76 kg,0:58
344,Christopher Tsiakos,,,,,North America,Men,,435 lb,,265 lb,505 lb,402,17:37,2:29,1:42,,,47,21:00,225 lb,1:08
346,Erika Conley,,,,,Northern California,Women,,205 lb,,165 lb,265 lb,,21:10,3:54,3:33,,,21,,125 lb,
358,Jason McCarthy,Flatland CrossFit,,,,United States,Men,,415 lb,,285 lb,525 lb,404,23:46,3:06,2:15,9:09,,36,21:15,210 lb,1:00
360,Josh Tooley,CrossFit PFT,,,,North America,Men,,375 lb,,265 lb,455 lb,,,3:13,2:08,,,50,,235 lb,
364,Chans Porter,CrossFit Unknown,,"2023 quarterfinals
252nd
North America West",252nd,North America West,Men,Men,415 lb,,,500 lb,,,,,,,,,240 lb,
365,Anne DeMartini,Venture CrossFit,,"2023 open
1179th
worldwide",1179th,worldwide,Women,Women (45-49),,,145 lb,,337,,4:03,3:14,,,33,,110 lb,
371,Ryan Seaberg,CrossFit Frontier,,"2023 open
6880th
worldwide",6880th,worldwide,Men,Men (35-39),170 kg,,128 kg,425 lb,7,1000:00,32:00,20:00,3:34,,,,101 kg,
374,Andrew Wood,,,,,South Central,Men,,290 lb,,205 lb,330 lb,309,22:33,4:07,,,,52,19:37,165 lb,1:02
377,Jared Martin,CrossFit Fairfax,,"2023 open
7293rd
worldwide",7293rd,worldwide,Men,Men (40-44),380 lb,,255 lb,480 lb,388,20:54,4:17,2:18,8:41,,30,20:50,190 lb,1:02
380,Amanda Konefal,CrossFit Williamsville,,,,Canada East,Women,,225 lb,,170 lb,325 lb,264,,5:53,3:08,11:44,,26,,135 lb,
382,David King,,,,,North Central,Men,,275 lb,,210 lb,420 lb,290,,4:00,3:10,,,,,155 lb,
391,Marcus Wenner,Comal CrossFit,,,,North America,Men,,375 lb,,245 lb,475 lb,,26:40,6:42,2:54,11:19,,,,170 lb,
394,Joshua Cederberg,CrossFit Billings,,,,North America,Men,,385 lb,,275 lb,405 lb,398,23:15,3:38,2:21,9:18,,,,235 lb,
398,Steve Howell,CrossFit Taranis,,"2023 open
156th
worldwide",156th,worldwide,Men,Men (35-39),440 lb,,325 lb,550 lb,465,15:00,2:06,1:30,7:31,,75,20:00,265 lb,1:04
399,Michael Denicola,CrossFit Stony Brook,,"2023 open
2454th
worldwide",2454th,worldwide,Men,Men (45-49),325 lb,,235 lb,405 lb,335,20:52,5:05,4:00,9:30,,42,,185 lb,
401,Leo Piro,CrossFit 978,,,,North East,Men,,385 lb,,300 lb,455 lb,,,2:32,1:24,,,56,19:56,227 lb,
403,Nicholas Tefs,CrossFit Salmon Creek,,,,North America,Men,,455 lb,,285 lb,505 lb,401,15:42,2:15,1:36,8:09,,57,20:48,225 lb,
404,Julio Franco,Kallpa CrossFit,,,,Ecuador,Men,,330 lb,,245 lb,465 lb,,29:00,3:20,5:00,9:30,,35,20:00,190 lb,1:30
409,Matt Link,,,"2023 quarterfinals
219th
worldwide",219th,worldwide,Men,Men (35-39),405 lb,,325 lb,505 lb,388,18:58,2:28,1:41,,,,,255 lb,0:56
410,Luke Cousineau,,,"2023 quarterfinals
1376th
worldwide",1376th,worldwide,Men,Men (35-39),375 lb,,285 lb,385 lb,,,3:08,,,,35,21:12,215 lb,0:55
414,Alexandre Shimizu,CrossFit Pinheiros,,,,South America,Men,,20 kg,,20 kg,20 kg,15,50:50,21:15,30:30,21:12,,,59:00,15 kg,65:00
415,joey verrant,,,,,North Central,Men,,350 lb,,270 lb,455 lb,385,19:00,2:56,2:20,7:41,,,,210 lb,
423,Bart Eichholtz,KickStart CrossFit,,"2023 open
10731st
worldwide",10731st,worldwide,Men,Men (40-44),115 kg,,97 kg,145 kg,,29:01,4:49,5:11,10:54,,35,22:25,80 kg,1:05
426,Ethel Baril  Shaver,,,,,North East,Women,,240 lb,,170 lb,295 lb,324,,3:28,2:33,,,30,,125 lb,
427,Shannon Kirby,,,,,North Central,Women,,195 lb,,150 lb,220 lb,311,,,,,,,,110 lb,
432,Chelsea Lewis,,,,,South Central,Women,,240 lb,,190 lb,300 lb,,19:18,3:01,2:40,7:40,,30,19:58,145 lb,1:05
440,Duncan Aldous,CrossFit Solent Lymington,,"2023 open
1109th
worldwide",1109th,worldwide,Men,Men (40-44),185 kg,,140 kg,230 kg,415,,2:40,1:45,,,,21:23,110 kg,
441,P. Kyle Randolph,CrossFit No'Ala,,"2023 quarterfinals
926th
worldwide",926th,worldwide,Men,Men (40-44),455 lb,97:23,270 lb,500 lb,346,22:55,2:57,2:33,8:09,4:12,63,21:30,205 lb,1:15
444,Brian Evavold,New Day CrossFit,,,,Mid Atlantic,Men,,365 lb,,225 lb,435 lb,,,4:49,3:09,10:37,,,,165 lb,
447,Eric Oram,,,,,North West,Men,,,,,425 lb,,24:00,3:14,3:04,7:58,,50,,135 lb,
448,Jacques van Heerden,,,,,North East,Men,,158 kg,,115 kg,190 kg,,,4:04,3:31,7:49,,30,,90 kg,
450,Jennifer Bauer,,,"2023 open
2988th
worldwide",2988th,worldwide,Women,Women (45-49),230 lb,,155 lb,305 lb,331,31:52,3:59,2:42,10:10,,18,25:12,115 lb,1:19
451,Brian Diez,,,,,North East,Men,,335 lb,,220 lb,375 lb,,,3:51,7:02,10:14,,45,,195 lb,
455,Terry King,,,,,North America,Men,,405 lb,,275 lb,455 lb,343,20:50,2:52,2:49,8:14,,45,19:01,190 lb,1:02
456,Tim VanDeusen,Public CrossFit,,"2023 quarterfinals
382nd
worldwide",382nd,worldwide,Men,Men (40-44),435 lb,,320 lb,515 lb,,,2:21,1:40,,,58,,265 lb,
462,Wendy Shafranski,CrossFit Vero Beach,,,,North America,Women,,285 lb,,170 lb,350 lb,394,19:44,2:21,2:16,8:11,,42,23:30,150 lb,1:11
466,Chris Ackley,SinCity CrossFit,,"2023 quarterfinals
713th
worldwide",713th,worldwide,Men,Men (40-44),405 lb,,291 lb,485 lb,406,,2:32,2:12,8:01,,60,20:27,225 lb,
