road,id,name,lat,lon,model_type,condition,length
N1,59,roadLRP037,23.531291567183317,90.7141767132,link,A,1070.5333333333372
N1,60,LRP040,23.532198661066634,90.7259131521,bridge,C,16.96666666666667
N1,61,roadLRP040,23.53100186108332,90.74208320105001,link,C,3429.699999999997
N1,62,LRP043,23.5298050611,90.75825325,bridge,C,16.5
N1,63,roadLRP043,23.530285294660402,90.76916648757665,link,C,2211.500000000001
N1,64,LRP046,23.5307655282208,90.7800797251533,bridge,C,3.9
N1,65,roadLRP046,23.5308169345816,90.785943621163,link,C,1703.0999999999992
N1,66,LRP047,23.5308683409424,90.7918075171727,bridge,C,6.5
N1,67,roadLRP047,23.5313459087212,90.80141151533635,link,C,1506.4999999999955
N1,68,LRP049,23.5318234765,90.8110155135,bridge,A,15.9
N1,69,roadLRP049,23.5323989028,90.82099649484995,link,A,2158.0999999999976
N1,70,LRP051,23.5329743291,90.8309774761999,bridge,A,12.2
N1,71,roadLRP051,23.52794549715,90.83759804469994,link,A,1742.8000000000025
N1,72,LRP053,23.5229166652,90.8442186132,bridge,C,4.5
N1,73,roadLRP053,23.5165022117035,90.85996950836764,link,C,3688.4999999999977
N1,74,LRP056,23.510087758207,90.8757204035353,bridge,C,28.9
N1,75,roadLRP056,23.508045096153502,90.88894747121765,link,C,2803.1000000000004
N1,76,LRP059,23.5060024341,90.9021745389,bridge,B,5.9
N1,77,roadLRP059,23.505807787850003,90.91182028035,link,B,1986.1000000000004
N1,78,LRP061,23.5056131416,90.9214660218,bridge,B,3.0
N1,79,roadLRP061,23.5037473151,90.93338958632498,link,B,2484.9999999999995
N1,80,LRP064,23.5018814886,90.94531315084996,bridge,A,4.5
N1,81,roadLRP064,23.4988889013,90.95844520122498,link,A,2855.499999999999
N1,82,LRP067,23.495896314,90.9715772516,bridge,B,4.6
N1,83,roadLRP067,23.4945845643,90.9801486466,link,B,1857.4000000000126
N1,84,LRP068,23.4932728146,90.9887200416,bridge,A,4.5
N1,85,roadLRP068,23.4900767041627,91.0031433671235,link,A,3111.5000000000064
N1,86,LRP072,23.4868805937254,91.017566692647,bridge,C,22.825000000000003
N1,87,roadLRP072,23.484333958515947,91.0319507888608,link,C,3100.174999999993
N1,88,LRP075,23.4817873233065,91.0463348850746,bridge,B,4.6
N1,89,roadLRP075,23.48176857658745,91.05134492687941,link,B,1028.4000000000049
N1,90,LRP076,23.4817498298684,91.0563549686842,bridge,B,4.6
N1,91,roadLRP076,23.4811814579342,91.0618823689421,link,B,1164.4000000000005
N1,92,LRP077,23.480613086,91.0674097692,bridge,A,1.5
N1,93,roadLRP077,23.479142685550002,91.07607520425,link,A,1899.5000000000175
N1,94,LRP079,23.4776722851,91.0847406393,bridge,C,1.0
N1,95,roadLRP079,23.4778940950191,91.0958869233537,link,C,2565.999999999988
N1,96,LRP081,23.4781159049382,91.1070332074074,bridge,B,3.0
N1,97,roadLRP081,23.478796280487423,91.1167514103459,link,B,1760.9999999999957
N1,98,LRP083,23.47947665603665,91.1264696132844,bridge,A,2.15
N1,99,roadLRP083,23.461555307931924,91.13791821420159,link,A,4997.849999999999
N1,100,LRP088,23.4436339598272,91.1493668151188,bridge,A,23.125
N1,101,roadLRP088,23.432441365159498,91.15863057617764,link,A,3355.875000000012
N1,102,LRP092,23.4212487704918,91.1678943372365,bridge,C,35.935
N1,103,roadLRP092,23.4165905967538,91.18089866107854,link,C,2472.0650000000005
N1,104,LRP094,23.4119324230158,91.1939029849206,bridge,C,27.625
N1,105,roadLRP094,23.40479212140225,91.20866255980326,link,C,3629.37500000001
N1,106,LRP098,23.3976518197887,91.2234221346859,bridge,A,27.625
N1,107,roadLRP098,23.38450829764435,91.23421983809291,link,A,3653.374999999997
N1,108,LRP101,23.3713647755,91.2450175414999,bridge,A,30.439999999999998
N1,109,roadLRP101,23.36176422646905,91.25115430808614,link,A,2487.560000000002
N1,110,LRP104,23.3521636774381,91.2572910746724,bridge,C,22.84
N1,111,roadLRP104,23.34741757471905,91.26088835533619,link,C,1274.1599999999949
N1,112,LRP105,23.342671472,91.264485636,bridge,A,14.3
N1,113,roadLRP105,23.3364088522,91.2696824592,link,A,1751.6999999999996
N1,114,LRP107,23.3301462324,91.2748792824,bridge,A,24.0
N1,115,roadLRP107,23.3241079596569,91.27898300728505,link,A,1581.9999999999936
N1,116,LRP109,23.3180696869138,91.2830867321701,bridge,A,9.2
N1,117,roadLRP109,23.3119828229967,91.2854323018872,link,A,1458.7999999999965
N1,118,LRP110,23.3058959590796,91.2877778716043,bridge,B,10.9
N1,119,roadLRP110,23.3019317431236,91.28939600429925,link,B,947.0999999999918
N1,120,LRP111,23.2979675271676,91.2910141369942,bridge,A,3.2
N1,121,roadLRP111,23.2938370829065,91.29198630405486,link,A,954.7999999999917
N1,122,LRP112,23.2897066386454,91.2929584711155,bridge,A,13.4
N1,123,roadLRP112,23.28595078224255,91.2948119904027,link,A,946.5999999999894
N1,124,LRP113,23.2821949258397,91.2966655096899,bridge,B,4.6
N1,125,roadLRP113,23.27760693791985,91.29981584894495,link,B,1243.4000000000083
N1,126,LRP114,23.27301895,91.3029661882,bridge,B,6.3
N1,127,roadLRP114,23.26632542859125,91.3051495087702,link,B,1577.700000000007
N1,128,LRP116,23.2596319071825,91.30733282934041,bridge,B,3.1999999999999997
N1,129,roadLRP116,23.256189123496448,91.30786273493086,link,B,769.7999999999894
N1,130,LRP117,23.2527463398104,91.3083926405213,bridge,B,4.5
N1,131,roadLRP117,23.247554437492283,91.31018819847623,link,B,1249.1666666666815
N1,132,LRP118,23.242362535174166,91.31198375643113,bridge,A,8.1
N1,133,roadLRP118,23.237430153491207,91.31259494459843,link,A,1116.733333333329
N1,134,LRP119,23.232497771808248,91.31320613276574,bridge,A,2.8
N1,135,roadLRP119,23.228236972162875,91.31342064414658,link,A,953.6999999999978
N1,136,LRP120,23.2239761725175,91.31363515552741,bridge,A,4.3
N1,137,roadLRP120,23.21858587233115,91.31449244795866,link,A,1220.700000000008
N1,138,LRP121,23.2131955721448,91.3153497403899,bridge,B,14.3
N1,139,roadLRP121,23.20911710046925,91.3158332343324,link,B,918.699999999987
N1,140,LRP122,23.2050386287937,91.3163167282749,bridge,A,6.1
N1,141,roadLRP122,23.200613712084703,91.31699361760565,link,A,1029.8999999999978
N1,142,LRP123,23.1961887953757,91.3176705069364,bridge,A,6.1
N1,143,roadLRP123,23.19181191040295,91.31928781933814,link,A,1071.8999999999994
N1,144,LRP124,23.1874350254302,91.3209051317399,bridge,C,6.1
N1,145,roadLRP124,23.184615420206953,91.32089194160285,link,C,658.9000000000027
N1,146,LRP125,23.1817958149837,91.3208787514658,bridge,B,9.5
N1,147,roadLRP125,23.1772115234259,91.32072810787575,link,B,1054.4999999999902
N1,148,LRP126,23.1726272318681,91.3205774642857,bridge,B,3.1
N1,149,roadLRP126,23.168070549393597,91.32108320537515,link,B,1034.8999999999933
N1,150,LRP127,23.1635138669191,91.3215889464646,bridge,A,9.5
N1,151,roadLRP127,23.1581251809279,91.3229534118399,link,A,1215.500000000006
N1,152,LRP128,23.1527364949367,91.3243178772152,bridge,B,6.3
N1,153,roadLRP128,23.14820163143505,91.325492962123,link,B,1087.699999999998
N1,154,LRP129,23.1436667679334,91.3266680470308,bridge,B,3.5
N1,155,roadLRP129,23.14132804398395,91.32651329095924,link,B,520.4999999999984
N1,156,LRP130,23.1389893200345,91.3263585348877,bridge,B,6.1
N1,157,roadLRP130,23.134119741610874,91.3276624637863,link,B,1136.400000000009
N1,158,LRP131,23.12925016318725,91.32896639268489,bridge,A,4.75
N1,159,roadLRP131,23.124473770303275,91.33089145279405,link,A,1138.7499999999875
N1,160,LRP132,23.1196973774193,91.3328165129032,bridge,B,4.5
N1,161,roadLRP132,23.11776126640965,91.3339554989516,link,B,497.5000000000023
N1,162,LRP133,23.1158251554,91.335094485,bridge,B,5.3
N1,163,roadLRP133,23.1116268002694,91.33757201430555,link,B,1070.699999999988
N1,164,LRP134,23.1074284451388,91.3400495436111,bridge,A,6.1
N1,165,roadLRP134,23.103491115914224,91.34218942926108,link,A,988.3999999999844
N1,166,LRP135,23.09955378668965,91.34432931491105,bridge,B,6.3
N1,167,roadLRP135,23.094803195328076,91.34692490444003,link,B,1192.700000000002
N1,168,LRP136,23.090052603966498,91.34952049396901,bridge,A,6.175
N1,169,roadLRP136,23.0850152164409,91.35245565962735,link,A,1282.324999999986
N1,170,LRP137,23.0799778289153,91.3553908252857,bridge,A,8.85
N1,171,roadLRP137,23.075088006457648,91.35784651264285,link,A,1210.1499999999987
N1,172,LRP138,23.070198184,91.3603022,bridge,B,6.1
N1,173,roadLRP138,23.06547275866665,91.36108233095236,link,B,1090.9000000000049
N1,174,LRP140,23.0607473333333,91.3618624619047,bridge,B,4.0
N1,175,roadLRP140,23.0493600694444,91.3637704671703,link,B,2574.0000000000123
N1,176,LRP142,23.0379728055555,91.3656784724359,bridge,A,10.8
N1,177,roadLRP142,23.032476461314303,91.365589478204,link,A,1251.2000000000114
N1,178,LRP143,23.0269801170731,91.3655004839721,bridge,A,1.6
N1,179,roadLRP143,23.019692479057703,91.37174004947789,link,A,2144.3999999999905
N1,180,LRP145,23.0124048410423,91.3779796149837,bridge,A,3.4
N1,181,roadLRP145,23.00582679852115,91.38687740749185,link,A,2353.6000000000004
N1,182,LRP148,22.999248756,91.3957752,bridge,A,1.5
N1,183,roadLRP148,22.99672021648144,91.39936029875953,link,A,945.2500000000157
N1,184,LRP149,22.994191676962878,91.40294539751906,bridge,A,17.5775
N1,185,roadLRP149,22.97782020694989,91.42297080011087,link,A,5582.672500000001
N1,186,LRP155,22.9614487369369,91.4429962027027,bridge,C,96.46000000000001
N1,187,roadLRP155,22.95502630180175,91.461247793018,link,C,4091.540000000009
N1,188,LRP159,22.9486038666666,91.4794993833333,bridge,A,1.5
N1,189,roadLRP159,22.94910823783565,91.49078314142966,link,A,2346.499999999992
N1,190,LRP161,22.9496126090047,91.502066899526,bridge,B,192.36
N1,191,roadLRP161,22.931413354615984,91.51461804536693,link,B,4825.639999999993
N1,192,LRP166,22.913214100227265,91.52716919120786,bridge,A,149.71
N1,193,roadLRP166,22.90873019787478,91.52939948440988,link,A,932.2900000000232
N1,194,LRP167,22.9042462955223,91.5316297776119,bridge,A,3.0
N1,195,roadLRP167,22.89794244776115,91.53355083880595,link,A,1480.9999999999945
N1,196,LRP169,22.8916386,91.5354719,bridge,A,3.0
N1,197,roadLRP169,22.881732149870384,91.53869859589452,link,A,2311.333333333351
N1,198,LRP171,22.871825699740768,91.54192529178901,bridge,A,2.6
N1,199,roadLRP171,22.866030968747886,91.54362143851912,link,A,1361.0666666666873
N1,200,LRP172,22.860236237755,91.54531758524925,bridge,A,3.15
N1,201,roadLRP172,22.8579191438815,91.54554405659083,link,A,531.8499999999631
N1,202,LRP173,22.855602050008,91.5457705279324,bridge,A,1.5
N1,203,roadLRP173,22.850711675578015,91.54655011214408,link,A,1123.8333333333514
N1,204,LRP174,22.845821301148032,91.54732969635576,bridge,A,4.333333333333333
N1,205,roadLRP174,22.841370926241417,91.54839314733833,link,A,1025.8333333333383
N1,206,LRP175,22.8369205513348,91.5494565983209,bridge,A,3.0
N1,207,roadLRP175,22.832293275667375,91.55052689916042,link,A,1064.5000000000095
N1,208,LRP176,22.82766599999995,91.55159719999995,bridge,A,8.45
N1,209,roadLRP176,22.819614718823473,91.55392670647052,link,A,1839.5500000000027
N1,210,LRP179,22.811563437647,91.5562562129411,bridge,B,9.5
N1,211,roadLRP179,22.802872394989798,91.55960873760645,link,B,2106.4999999999827
N1,212,LRP181,22.7941813523326,91.5629612622718,bridge,A,4.5
N1,213,roadLRP181,22.78818912209185,91.56603191423446,link,A,1482.4999999999875
N1,214,LRP182,22.7821968918511,91.5691025661971,bridge,B,23.2
N1,215,roadLRP182,22.77819699192555,91.5709881590985,link,B,951.7999999999915
N1,216,LRP183,22.774197092,91.5728737519999,bridge,A,6.0
N1,217,roadLRP183,22.772224379049,91.57398213655429,link,A,487.0000000000232
N1,218,LRP184,22.770251666098,91.5750905211087,bridge,A,9.7
N1,219,roadLRP184,22.766657178744353,91.57777220161395,link,A,968.2999999999709
N1,220,LRP185,22.7630626913907,91.5804538821192,bridge,A,4.0
N1,221,roadLRP185,22.758314007951398,91.58452715288885,link,A,1354.0000000000134
N1,222,LRP186,22.7535653245121,91.5886004236585,bridge,A,12.9
N1,223,roadLRP186,22.750570912734197,91.59062119398058,link,A,783.0999999999904
N1,224,LRP187,22.7475765009563,91.59264196430266,bridge,A,5.55
N1,225,roadLRP187,22.73544662821465,91.59753755237392,link,A,2894.450000000006
N1,226,LRP190,22.723316755473,91.6024331404452,bridge,A,3.0
N1,227,roadLRP190,22.719819687578216,91.6045675764325,link,A,903.00000000002
N1,228,LRP191,22.716322619683435,91.6067020124198,bridge,A,8.4
N1,229,roadLRP191,22.709069561810217,91.61083773665605,link,A,1842.6000000000045
N1,230,LRP193,22.701816503937,91.6149734608923,bridge,A,19.2
N1,231,roadLRP193,22.6965341093759,91.61757125914986,link,A,1281.7999999999756
N1,232,LRP194,22.6912517148148,91.6201690574074,bridge,A,4.2
N1,233,roadLRP194,22.6890607397603,91.62110381988015,link,A,537.8000000000043
N1,234,LRP195,22.6868697647058,91.6220385823529,bridge,A,3.2
N1,235,roadLRP195,22.6819235319051,91.624427763863,link,A,1195.8000000000197
N1,236,LRP196,22.6769772991044,91.6268169453731,bridge,A,6.0
N1,237,roadLRP196,22.672424483861825,91.62852910460487,link,A,1094.5000000000107
N1,238,LRP197,22.66787166861925,91.63024126383665,bridge,A,3.0
N1,239,roadLRP197,22.664733675050325,91.63188350321462,link,A,785.5000000000132
N1,240,LRP198,22.6615956814814,91.6335257425926,bridge,A,3.0
N1,241,roadLRP198,22.656337756638585,91.63674244012927,link,A,1346.000000000032
N1,242,LRP199,22.651079831795766,91.63995913766594,bridge,A,6.7
N1,243,roadLRP199,22.64314620660626,91.64433381064504,link,A,1996.799999999979
N1,244,LRP201,22.635212581416752,91.64870848362415,bridge,A,3.0
N1,245,roadLRP201,22.631106033869226,91.6510901371253,link,A,1032.4999999999989
N1,246,LRP202,22.6269994863217,91.65347179062644,bridge,A,4.55
N1,247,roadLRP202,22.623700373206574,91.65511744456987,link,A,788.4500000000116
N1,248,LRP203,22.620401260091448,91.6567630985133,bridge,A,3.0
N1,249,roadLRP203,22.617695614359423,91.65851507442005,link,A,777.0000000000152
N1,250,LRP204,22.6149899686274,91.6602670503268,bridge,A,4.6
N1,251,roadLRP204,22.61337282141045,91.6614178617225,link,A,431.39999999999645
N1,252,LRP205,22.6117556741935,91.6625686731182,bridge,A,3.0
N1,253,roadLRP205,22.606437289227785,91.66587275321342,link,A,1378.6666666667031
N1,254,LRP206,22.601118904262066,91.66917683330864,bridge,A,5.583333333333333
N1,255,roadLRP206,22.597503542327082,91.67153288503667,link,A,942.7499999999611
N1,256,LRP207,22.5938881803921,91.6738889367647,bridge,A,4.5
N1,257,roadLRP207,22.5890800130491,91.67609034590524,link,A,1188.0000000000166
N1,258,LRP208,22.5842718457061,91.67829175504579,bridge,A,12.375
N1,259,roadLRP208,22.580532434328447,91.6799572482879,link,A,896.125000000012
N1,260,LRP209,22.5767930229508,91.68162274153,bridge,A,10.2
N1,261,roadLRP209,22.57251462666545,91.68312453572365,link,A,1008.1333333333191
N1,262,LRP210,22.568236230380098,91.6846263299173,bridge,A,5.233333333333333
N1,263,roadLRP210,22.563378658321,91.68606628620465,link,A,1134.4333333333338
N1,264,LRP211,22.5585210862619,91.687506242492,bridge,A,4.1
N1,265,roadLRP211,22.5564265319488,91.6881512787007,link,A,485.9000000000151
N1,266,LRP212,22.5543319776357,91.6887963149094,bridge,B,21.6
N1,267,roadLRP212,22.54998161299965,91.69108744218195,link,B,1090.3999999999883
N1,268,LRP213,22.5456312483636,91.6933785694545,bridge,A,4.1
N1,269,roadLRP213,22.54233063591645,91.69496192197215,link,A,802.899999999994
N1,270,LRP214,22.5390300234693,91.6965452744898,bridge,A,8.2
N1,271,roadLRP214,22.5328409418759,91.6993478220344,link,A,1493.3000000000334
N1,272,LRP215,22.5266518602825,91.702150369579,bridge,A,9.65
N1,273,roadLRP215,22.518999488347347,91.70547057925515,link,A,1862.8499999999804
N1,274,LRP217,22.5113471164122,91.7087907889313,bridge,A,34.055
N1,275,roadLRP217,22.507200527543624,91.71075422256504,link,A,990.4450000000224
N1,276,LRP218,22.50305393867505,91.7127176561988,bridge,A,11.05
N1,277,roadLRP218,22.496747268153726,91.7154951647961,link,A,1534.4499999999925
N1,278,LRP219,22.4904405976324,91.7182726733934,bridge,B,3.0
N1,279,roadLRP219,22.486533038124485,91.71917928306792,link,B,894.6666666666943
N1,280,LRP220,22.48262547861657,91.72008589274242,bridge,A,17.343333333333334
N1,281,roadLRP220,22.477739283985485,91.72167462343802,link,A,1134.9899999999593
N1,282,LRP221,22.4728530893544,91.7232633541336,bridge,A,6.0
N1,283,roadLRP221,22.4676458622772,91.7258970270668,link,A,1292.0000000000016
N1,284,LRP223,22.4624386352,91.7285307,bridge,B,23.759999999999998
N1,285,roadLRP223,22.45565074279355,91.7314065447179,link,B,1608.239999999995
N1,286,LRP224,22.4488628503871,91.7342823894358,bridge,A,3.0
N1,287,roadLRP224,22.4474710918141,91.73482490907075,link,A,327.0000000000266
N1,288,LRP225,22.4460793332411,91.7353674287057,bridge,C,26.3
N1,289,roadLRP225,22.4411839949989,91.73726338100147,link,C,1184.6999999999923
N1,290,LRP226,22.4362886567567,91.73915933329724,bridge,A,21.5
N1,291,roadLRP226,22.42916510517835,91.74359015624862,link,A,1782.4999999999989
N1,292,LRP228,22.4220415536,91.7480209792,bridge,B,35.1
N1,293,roadLRP228,22.41252804905,91.752297547725,link,B,2291.8999999999983
N1,294,LRP230,22.4030145445,91.75657411625,bridge,A,5.0
N1,295,roadLRP230,22.398771626647175,91.75762290110062,link,A,966.0000000000082
N1,296,LRP231,22.394528708794347,91.75867168595124,bridge,A,10.5
N1,297,roadLRP231,22.389887295757173,91.76058867185563,link,A,1119.499999999988
N1,298,LRP232,22.38524588272,91.76250565776,bridge,A,3.0
N1,299,roadLRP232,22.3824735326933,91.76477665554665,link,A,788.0000000000109
N1,300,LRP233,22.3797011826666,91.7670476533333,bridge,A,8.3
N1,301,roadLRP233,22.374692655163052,91.7704867621276,link,A,1036.7000000000246
N1,302,LRP234,22.3696841276595,91.7739258709219,bridge,A,3.0
N1,303,roadLRP234,22.36479493512935,91.8130976813695,link,A,10046.999999999996
N1,304,LRP236,22.3599057425992,91.8522694918171,bridge,C,4.65
N1,305,roadLRP236,22.356086607037298,91.85244577082655,link,C,877.350000000007
N1,306,LRP238,22.3522674714754,91.852622049836,bridge,A,15.25
N1,307,roadLRP238,22.34590341116765,91.85300460391059,link,A,1453.7499999999852
N1,308,LRP239,22.3395393508599,91.8533871579852,bridge,B,39.035
N1,309,roadLRP239,22.3374403400562,91.85350647828382,link,B,509.46500000000583
N1,310,LRP240,22.3353413292525,91.85362579858244,bridge,A,44.3975
N1,311,roadLRP240,22.330993233083852,91.85319259436072,link,A,1060.1024999999993
N1,312,LRP241,22.3266451369152,91.852759390139,bridge,A,934.25
N1,313,roadLRP241,22.3197858249092,91.854470653134,link,A,682.7499999999986
N1,314,LRP242,22.3129265129032,91.856181916129,bridge,A,14.15
N1,315,roadLRP242,22.309692134451602,91.8583154720645,link,A,847.849999999994
N1,316,LRP243,22.306457756,91.860449028,bridge,C,15.2
N1,317,roadLRP243,22.30330282930582,91.862762140553,link,C,839.8000000000252
N1,318,LRP244,22.300147902611638,91.865075253106,bridge,A,3.9
N1,319,roadLRP244,22.296293644328244,91.86721942812342,link,A,1009.1000000000179
N1,320,LRP245,22.292439386044848,91.86936360314084,bridge,A,2.25
N1,321,roadLRP245,22.292988013740676,91.87211632383224,link,A,691.7499999999848
N1,322,LRP246,22.2935366414365,91.87486904452365,bridge,A,3.0
N1,323,roadLRP246,22.2949032556992,91.87781092340248,link,A,474.00000000001796
N1,324,LRP247,22.2962698699619,91.8807528022813,bridge,A,116.315
N1,325,roadLRP247,22.2975533965194,91.88405204228555,link,A,851.6850000000034
N1,326,LRP248,22.2988369230769,91.8873512822898,bridge,B,3.0
N1,327,roadLRP248,22.30046975063535,91.8933047823343,link,B,1268.0000000000007
N1,328,LRP249,22.3021025781938,91.8992582823788,bridge,B,3.1
N1,329,roadLRP249,22.30281956421155,91.90184050208384,link,B,552.9000000000224
N1,330,LRP250,22.3035365502293,91.9044227217889,bridge,A,3.0
N1,331,roadLRP250,22.30592776898255,91.90931901136615,link,A,1169.0000000000111
N1,332,LRP251,22.3083189877358,91.9142153009434,bridge,A,6.9
N1,333,roadLRP251,22.311534866882077,91.9182751632141,link,A,1122.1000000000174
N1,334,LRP252,22.314750746028352,91.92233502548481,bridge,A,3.0
N1,335,roadLRP252,22.314253653414127,91.9281591283424,link,A,1302.9999999999973
N1,336,LRP253,22.3137565607999,91.9339832312,bridge,A,5.3
N1,337,roadLRP253,22.311097985361748,91.94118596458216,link,A,1849.7000000000412
N1,338,LRP255,22.3084394099236,91.9483886979643,bridge,A,3.0
N1,339,roadLRP255,22.30452050716175,91.95711723528215,link,A,2317.9999999999836
N1,340,LRP257,22.3006016043999,91.9658457726,bridge,B,50.55
N1,341,roadLRP257,22.29587340207055,91.97460629891316,link,B,2202.4500000000558
N1,342,LRP260,22.2911451997412,91.9833668252263,bridge,A,12.4
N1,343,roadLRP260,22.288538607953903,91.98783801161315,link,A,1101.5999999999622
N1,344,LRP261,22.2859320161666,91.992309198,bridge,B,60.75
N1,345,roadLRP261,22.283537242731903,91.99593318381079,link,B,880.2499999999895
N1,346,LRP262,22.2811424692972,91.9995571696216,bridge,B,14.0
N1,347,roadLRP262,22.27611602214855,92.0025772098108,link,B,1379.9999999999955
N1,348,LRP263,22.2710895749999,92.00559725,bridge,A,3.0
N1,349,roadLRP263,22.26577384331788,92.0065850069252,link,A,1214.6666666666874
N1,350,LRP264,22.260458111635867,92.00757276385043,bridge,B,13.266666666666666
N1,351,roadLRP264,22.25724341678311,92.00935488234512,link,B,806.5666666666971
N1,352,LRP265,22.25402872193035,92.0111370008398,bridge,A,7.6
N1,353,roadLRP265,22.251370868423272,92.01348555171364,link,A,778.8999999999646
N1,354,LRP267,22.2487130149162,92.0158341025875,bridge,A,9.4
N1,355,roadLRP267,22.24361168517245,92.01918119692685,link,A,1471.5999999999667
N1,356,LRP268,22.2385103554287,92.0225282912662,bridge,A,14.0
N1,357,roadLRP268,22.234097927419448,92.02399687195312,link,A,1015.9999999999627
N1,358,LRP269,22.2296854994102,92.02546545264003,bridge,B,11.566666666666665
N1,359,roadLRP269,22.225978744603047,92.02642202529957,link,B,713.4333333333416
N1,360,LRP270,22.2222719897959,92.0273785979591,bridge,A,14.0
N1,361,roadLRP270,22.21892967014065,92.02820081868825,link,A,768.0000000000291
N1,362,LRP271,22.2155873504854,92.0290230394174,bridge,A,9.2
N1,363,roadLRP271,22.210991853154834,92.0330108820193,link,A,1386.4666666665926
N1,364,LRP272,22.206396355824268,92.0369987246212,bridge,B,36.8
N1,365,roadLRP272,22.190157125677484,92.0451456340983,link,B,4206.533333333311
